date,time,location,latitude,longitude,crime_type,severity,district
2020-02-16,23:13,"188 Raj Path, Gwalior",26.1769,78.1843,Vandalism,Medium,South
2020-02-17,09:49,"656 Brigade Road, Kalyan-Dombivli",19.278,73.0962,Vandalism,Medium,University Area
2020-02-17,10:45,"410 MG Road, Surat",21.2116,72.8759,Causing Hurt,Medium,Market Area
2020-02-17,12:29,"46 Commercial Street, Amritsar",31.6829,74.8651,Assault,Medium,Railway Station Area
2020-02-17,14:16,"599 Outer Ring Road, Kolkata",22.5861,88.4111,Child Abuse,High,Old City
2020-02-17,15:42,"215 Residency Road, Kanpur",26.4958,80.2913,Drug Trafficking,Medium,Industrial Area
2020-02-17,16:05,"221 Express Highway, Meerut",28.985,77.7531,Forgery,Medium,New Town
2020-02-17,17:31,"288 Lake Road, Lucknow",26.8794,80.9928,Fraud,Medium,IT Hub
2020-02-18,14:20,"446 Park Street, Kochi",9.9011,76.2189,Causing Hurt,Low,Hospital Area
2020-02-18,16:35,"443 Lake Road, Jabalpur",23.1859,79.9662,Motor Vehicle Theft,Medium,Government Quarter
2020-02-18,16:41,"851 Nehru Street, Vasai-Virar",19.4812,72.8557,Forgery,Medium,Old City
2020-02-19,10:40,"88 Station Road, Tiruchirappalli",10.8,78.6753,Defamation,Medium,Mall Area
2020-02-19,12:10,"355 State Highway, Bhopal",23.276,77.3652,Property Dispute,Low,Central
2020-02-19,14:10,"457 Main Road, Kolkata",22.5796,88.3804,Grievous Hurt,Low,Airport Area
2020-02-19,14:23,"601 Circle, Bangalore",12.9722,77.6089,Corruption,Low,Old City
2020-02-19,17:54,"887 SV Road, Visakhapatnam",17.6484,83.2029,Economic Offence,Low,Downtown
2020-02-19,20:43,"165 Park Street, Indore",22.7285,75.8471,Acid Attack,High,North
2020-02-19,21:35,"147 LBS Road, Ranchi",23.3279,85.2804,Extortion,Medium,East
2020-02-19,21:42,"707 SV Road, Pimpri-Chinchwad",18.6761,73.7685,Narcotic Drugs Act,High,Central
2020-02-20,08:43,"853 Outer Ring Road, Faridabad",28.4167,77.3279,Child Abuse,Medium,West
2020-02-20,13:11,"422 Lake Road, Dehradun",30.3589,78.0604,SC/ST Atrocity,Low,Shopping Complex
2020-02-20,13:30,"88 Raj Path, Pune",18.4999,73.8988,Theft,Low,West
2020-02-20,13:58,"434 Circle, Haridwar",29.9947,78.1961,Cheating,Medium,IT Hub
2020-02-20,14:20,"964 Cantonment, Delhi",28.7465,77.1443,Kidnapping,High,East
2020-02-20,17:13,"286 LBS Road, Bhubaneswar",20.3018,85.8396,Child Abuse,High,Airport Area
2020-02-20,17:16,"807 SV Road, Kota",25.2456,75.8322,Criminal Intimidation,Medium,North
2020-02-20,21:24,"942 Outer Ring Road, Chandigarh",30.7314,76.7514,Culpable Homicide,Low,Downtown
2020-02-21,08:55,"542 Cantonment, Vasai-Virar",19.4488,72.8143,Narcotic Drugs Act,Low,Airport Area
2020-02-21,12:21,"375 Market Street, Bangalore",13.0201,77.5698,Theft,Low,Airport Area
2020-02-21,13:47,"647 Park Street, Amritsar",31.5971,74.8677,Robbery,High,New Town
2020-02-21,16:25,"951 Residency Road, Kochi",9.9581,76.3121,Fraud,Low,West
2020-02-22,07:26,"337 Market Street, Bhubaneswar",20.335,85.7969,Theft,Low,Bus Terminal Area
2020-02-22,10:57,"705 State Highway, Ludhiana",30.8834,75.8722,Counterfeiting,Low,Market Area
2020-02-22,12:37,"615 Inner Ring Road, Guwahati",26.1451,91.7613,Cheating,Low,Airport Area
2020-02-22,15:04,"948 Nehru Street, Jodhpur",26.2561,73.0709,Assault,High,Financial District
2020-02-22,15:57,"323 River Road, Pune",18.4802,73.8129,Economic Offence,Medium,West
2020-02-22,18:28,"132 Park Street, Dehradun",30.3624,78.0238,Assault,Medium,Industrial Area
2020-02-22,22:46,"689 Raj Path, Surat",21.219,72.8124,Fraud,Low,University Area
2020-02-23,10:40,"806 Church Street, Nashik",20.0321,73.7834,Theft,Medium,Railway Station Area
2020-02-23,11:18,"383 Express Highway, Bhubaneswar",20.3442,85.7867,Acid Attack,Critical,East
2020-02-23,12:49,"725 Church Street, Lucknow",26.8586,80.9845,Corruption,Low,University Area
2020-02-23,13:06,"423 Main Road, Varanasi",25.3483,82.9255,Burglary,Low,Market Area
2020-02-23,17:22,"200 Gandhi Nagar, Kanpur",26.4003,80.3387,IT Act Violation,Low,Airport Area
2020-02-24,04:02,"837 Raj Path, Tiruchirappalli",10.7731,78.6945,Attempt to Murder,High,IT Hub
2020-02-24,09:54,"622 Outer Ring Road, Raipur",21.289,81.6001,Theft,Low,Suburban
2020-02-24,12:59,"86 State Highway, Tirunelveli",8.7174,77.7418,Arson,Low,University Area
2020-02-24,15:22,"404 Circle, Nagpur",21.166,79.0683,Mischief,Medium,Old City
2020-02-24,19:11,"291 Church Street, Nagpur",21.1027,79.1345,Vandalism,Medium,Industrial Area
2020-02-25,11:56,"110 Park Street, Chennai",13.0748,80.2727,Criminal Intimidation,Low,South
2020-02-25,13:52,"531 Cantonment, Hyderabad",17.4241,78.5087,Criminal Breach of Trust,Medium,University Area
2020-02-25,14:09,"587 Nehru Street, Lucknow",26.8195,80.9641,Burglary,Medium,North
2020-02-25,14:45,"146 Linking Road, Hyderabad",17.3648,78.4466,House Breaking,Low,Old City
2020-02-25,14:48,"719 Lake Road, Mumbai",19.0537,72.8339,Rape,High,Old City
2020-02-25,16:48,"354 Brigade Road, Gwalior",26.2024,78.1425,Unlawful Assembly,High,IT Hub
2020-02-25,17:29,"126 Brigade Road, Indore",22.6757,75.8577,Cybercrime,Medium,Market Area
2020-02-25,20:58,"86 State Highway, Meerut",28.9937,77.7227,Vandalism,Medium,IT Hub
2020-02-25,23:08,"27 SV Road, Vasai-Virar",19.4542,72.8845,Criminal Breach of Trust,Low,Suburban
2020-02-26,01:41,"155 Express Highway, Nashik",20.0048,73.8325,Dacoity,Low,Residential Area
2020-02-26,05:06,"103 Gandhi Nagar, Kolkata",22.5403,88.3848,Causing Hurt,Low,New Town
2020-02-26,11:27,"75 River Road, Nagpur",21.1808,79.0916,Land Dispute,Medium,Bus Terminal Area
2020-02-26,15:07,"481 Linking Road, Meerut",28.9924,77.6755,Burglary,Low,Railway Station Area
2020-02-26,15:31,"789 Commercial Street, Chennai",13.0583,80.2726,Economic Offence,Medium,New Town
2020-02-26,15:43,"974 Station Road, Kanpur",26.4041,80.3541,Narcotic Drugs Act,High,Downtown
2020-02-26,20:07,"617 Civil Lines, Meerut",29.0121,77.6811,Domestic Violence,High,Railway Station Area
2020-02-27,07:46,"714 Station Road, Pune",18.5571,73.8422,Drug Trafficking,Medium,North
2020-02-27,10:54,"796 Outer Ring Road, Chandigarh",30.7195,76.7785,Mischief,Medium,Suburban
2020-02-27,14:03,"551 Nehru Street, Vadodara",22.2957,73.1664,Honor Killing,High,Shopping Complex
2020-02-27,17:46,"357 Main Road, Kanpur",26.4011,80.2867,Criminal Breach of Trust,Low,Residential Area
2020-02-27,19:33,"308 Nehru Street, Udaipur",24.6067,73.6883,Burglary,Low,Market Area
2020-02-28,13:18,"255 Brigade Road, Visakhapatnam",17.6603,83.2136,Cheating,Medium,Railway Station Area
2020-02-28,14:02,"885 LBS Road, Raipur",21.2371,81.6711,Causing Hurt,Low,Financial District
2020-02-28,20:24,"388 MG Road, Kanpur",26.4833,80.3382,Unlawful Assembly,Medium,Downtown
2020-02-29,10:11,"60 Market Street, Nagpur",21.1833,79.0583,Extortion,Medium,North
2020-02-29,10:21,"757 MG Road, Thane",19.2255,72.9731,Cheating,Low,Government Quarter
2020-02-29,12:05,"774 Commercial Street, Kanpur",26.467,80.2984,Child Abuse,High,West
2020-02-29,17:07,"402 Cross Road, Dehradun",30.2892,78.03,Extortion,High,Central
2020-02-29,17:28,"789 Commercial Street, Udaipur",24.6322,73.7297,Theft,Medium,Suburban
2020-02-29,17:46,"444 Park Street, Meerut",29.0206,77.7034,Causing Hurt,High,Government Quarter
2020-03-01,01:12,"696 River Road, Chandigarh",30.7089,76.7688,IT Act Violation,Low,University Area
2020-03-01,08:32,"518 Cantonment, Jabalpur",23.1649,79.9922,Arson,Medium,Commercial District
2020-03-01,12:06,"221 Hill Road, Nagpur",21.1534,79.1054,Corruption,Low,Bus Terminal Area
2020-03-01,13:34,"578 MG Road, Kochi",9.933,76.2944,Criminal Breach of Trust,Medium,Bus Terminal Area
2020-03-01,16:20,"963 Station Road, Jaipur",26.8844,75.8101,Motor Vehicle Theft,Low,Commercial District
2020-03-01,22:27,"305 Nehru Street, Chandigarh",30.7255,76.8021,Corruption,Low,Old City
2020-03-02,01:53,"25 Mall Road, Udaipur",24.566,73.6889,House Breaking,Medium,Airport Area
2020-03-02,09:35,"647 Express Highway, Ahmedabad",22.9867,72.5654,Mischief,Medium,New Town
2020-03-02,13:31,"931 Hill Road, Indore",22.7002,75.8702,Fraud,Medium,Commercial District
2020-03-02,14:28,"612 Civil Lines, Ghaziabad",28.6567,77.4613,Burglary,Medium,Residential Area
2020-03-02,15:02,"681 Cross Road, Haridwar",29.8969,78.1169,House Breaking,Low,Central
2020-03-02,16:02,"910 Park Street, Ludhiana",30.8931,75.8274,IT Act Violation,Medium,North
2020-03-02,17:34,"963 Outer Ring Road, Jabalpur",23.2001,79.9486,Grievous Hurt,Low,New Town
2020-03-03,06:21,"901 LBS Road, Nashik",19.9593,73.7634,Cybercrime,Medium,Market Area
2020-03-03,12:42,"181 National Highway, Nagpur",21.1888,79.1311,Cheating,Low,Bus Terminal Area
2020-03-03,12:43,"340 Inner Ring Road, Salem",11.643,78.1749,Fraud,Low,Central
2020-03-03,13:19,"734 Circle, Jabalpur",23.1852,79.9927,Forgery,Low,Suburban
2020-03-03,15:49,"746 Commercial Street, Raipur",21.2291,81.5836,House Breaking,Medium,Old City
2020-03-03,17:14,"86 Beach Road, Nagpur",21.1083,79.06,Narcotic Drugs Act,Low,South
2020-03-03,17:43,"181 Park Street, Ahmedabad",22.9893,72.6114,Rioting,Medium,Old City
2020-03-03,19:46,"68 Linking Road, Hyderabad",17.3918,78.4376,SC/ST Atrocity,High,Mall Area
2020-03-03,19:50,"749 Commercial Street, Faridabad",28.4259,77.3479,Theft,Medium,East
2020-03-03,20:04,"666 Circle, Tirunelveli",8.6703,77.7842,Corruption,Medium,Old City
2020-03-04,06:25,"97 SV Road, Vasai-Virar",19.4975,72.8447,Defamation,High,East
2020-03-04,13:55,"255 Outer Ring Road, Guwahati",26.1635,91.7711,Forgery,Low,Downtown
2020-03-04,14:05,"941 Church Street, Kota",25.2315,75.9137,Mischief,Low,Old City
2020-03-04,14:28,"370 Main Road, Tirunelveli",8.6782,77.8019,Economic Offence,Medium,East
2020-03-04,16:47,"734 National Highway, Jabalpur",23.1676,79.9913,Burglary,Low,Commercial District
2020-03-04,18:00,"31 Nehru Street, Ludhiana",30.8975,75.8678,Vandalism,Low,East
2020-03-04,23:22,"51 Hill Road, Lucknow",26.8056,80.9103,Causing Hurt,Medium,Suburban
2020-03-05,06:03,"748 Beach Road, Jamshedpur",22.7824,86.212,Extortion,High,Shopping Complex
2020-03-05,09:10,"682 Civil Lines, Raipur",21.2213,81.6275,Theft,Medium,East
2020-03-05,09:42,"243 Circle, Kanpur",26.459,80.3184,IT Act Violation,Medium,Airport Area
2020-03-05,14:20,"189 Main Road, Thane",19.2552,72.9868,Honor Killing,High,Downtown
2020-03-05,16:11,"569 Brigade Road, Guwahati",26.1137,91.7057,Kidnapping,High,Railway Station Area
2020-03-05,16:43,"293 State Highway, Kalyan-Dombivli",19.2157,73.1458,Juvenile Crime,Medium,Financial District
2020-03-05,17:54,"631 Market Street, Chennai",13.1028,80.3071,Honor Killing,Critical,Commercial District
2020-03-05,18:39,"455 Lake Road, Jodhpur",26.1943,72.9931,Assault,Medium,West
2020-03-05,19:34,"624 Park Street, Haridwar",29.9305,78.1168,Property Dispute,High,Old City
2020-03-05,19:38,"371 Lake Road, Ranchi",23.3321,85.3532,Kidnapping,High,IT Hub
2020-03-06,08:33,"320 Nehru Street, Ranchi",23.3273,85.3519,Forgery,Medium,Central
2020-03-06,08:47,"171 State Highway, Thiruvananthapuram",8.544,76.9444,Theft,Low,Commercial District
2020-03-06,15:11,"574 River Road, Delhi",28.7392,77.1178,Dacoity,Low,South
2020-03-06,19:51,"905 River Road, Raipur",21.2433,81.6562,Juvenile Crime,Low,Central
2020-03-06,22:21,"388 Park Street, Vasai-Virar",19.4643,72.8013,IT Act Violation,Low,Financial District
2020-03-07,07:08,"703 Hill Road, Patna",25.6425,85.1243,Assault,Medium,Mall Area
2020-03-07,11:11,"627 Market Street, Udaipur",24.5672,73.7434,Child Abuse,Medium,Hospital Area
2020-03-07,12:50,"147 Residency Road, Thiruvananthapuram",8.5418,76.9397,House Breaking,Medium,Airport Area
2020-03-07,14:32,"788 Civil Lines, Ahmedabad",23.0343,72.5903,Vandalism,Low,Mall Area
2020-03-07,14:47,"355 Circle, Raipur",21.2643,81.5924,Land Dispute,Medium,New Town
2020-03-07,20:31,"88 Linking Road, Patna",25.6061,85.1443,Missing Person,Medium,Residential Area
2020-03-07,21:32,"179 SV Road, Agra",27.1661,78.0267,Forgery,Low,East
2020-03-08,09:09,"258 Residency Road, Cuttack",20.469,85.8793,Assault,High,West
2020-03-08,09:50,"544 River Road, Faridabad",28.445,77.2943,Dacoity,Medium,Airport Area
2020-03-08,10:36,"16 Market Street, Amritsar",31.655,74.871,Rape,High,Residential Area
2020-03-08,12:29,"697 MG Road, Chennai",13.1137,80.2801,Assault,Medium,Central
2020-03-08,13:37,"77 Park Street, Amritsar",31.6407,74.9098,Vandalism,High,Residential Area
2020-03-08,14:42,"244 Civil Lines, Imphal",24.7855,93.9778,Extortion,Medium,Central
2020-03-08,23:34,"35 Cantonment, Tirunelveli",8.7014,77.7471,Corruption,Low,North
2020-03-09,08:09,"938 Beach Road, Madurai",9.8778,78.1152,Cybercrime,High,Railway Station Area
2020-03-09,13:08,"390 MG Road, Madurai",9.9496,78.0742,Honor Killing,Critical,Hospital Area
2020-03-09,14:17,"308 Inner Ring Road, Mumbai",19.1054,72.8474,Honor Killing,Critical,Central
2020-03-09,15:10,"370 Outer Ring Road, Thane",19.2424,73.0056,Vandalism,Low,Bus Terminal Area
2020-03-09,17:00,"554 Gandhi Nagar, Rajkot",22.3126,70.7923,Property Dispute,Low,Bus Terminal Area
2020-03-09,19:37,"303 Residency Road, Nashik",20.0207,73.7488,Juvenile Crime,Medium,IT Hub
2020-03-09,19:50,"630 Mall Road, Udaipur",24.5865,73.7323,Arson,Low,Shopping Complex
2020-03-10,09:48,"279 Civil Lines, Haridwar",29.9038,78.1368,Robbery,Medium,Suburban
2020-03-10,13:00,"794 Brigade Road, Surat",21.1699,72.7947,Assault,Medium,North
2020-03-10,14:18,"363 Station Road, Rajkot",22.308,70.8131,Burglary,Medium,South
2020-03-10,16:20,"923 MG Road, Cuttack",20.423,85.8687,Assault,High,Downtown
2020-03-10,17:47,"42 Nehru Street, Raipur",21.2972,81.6716,Dacoity,Low,North
2020-03-10,19:23,"51 Nehru Street, Lucknow",26.8358,80.9307,Burglary,Medium,Commercial District
2020-03-11,16:20,"463 Church Street, Vadodara",22.3125,73.2016,Robbery,Medium,Bus Terminal Area
2020-03-11,17:38,"127 Civil Lines, Ghaziabad",28.6501,77.5028,Rioting,Medium,Mall Area
2020-03-12,07:45,"909 Raj Path, Nashik",19.9786,73.7733,Domestic Violence,Medium,Bus Terminal Area
2020-03-12,12:36,"956 Gandhi Nagar, Delhi",28.6562,77.1369,Fraud,Medium,Central
2020-03-12,12:53,"708 Lake Road, Dehradun",30.3327,78.0763,Robbery,Medium,Shopping Complex
2020-03-12,16:16,"530 Hill Road, Rajkot",22.2719,70.792,Acid Attack,Critical,East
2020-03-12,16:30,"471 Nehru Street, Meerut",28.9437,77.6613,Juvenile Crime,Low,University Area
2020-03-12,17:03,"425 Beach Road, Faridabad",28.4389,77.2818,Extortion,Medium,IT Hub
2020-03-12,19:57,"982 Residency Road, Pune",18.5327,73.8764,Narcotic Drugs Act,Medium,Hospital Area
2020-03-13,13:01,"251 Commercial Street, Madurai",9.893,78.144,House Breaking,Medium,Railway Station Area
2020-03-13,14:16,"575 Main Road, Ludhiana",30.8555,75.8425,Domestic Violence,Medium,Bus Terminal Area
2020-03-13,17:49,"542 Raj Path, Agra",27.1444,77.9964,Theft,Medium,Mall Area
2020-03-14,07:39,"955 Park Street, Nagpur",21.1896,79.1071,Fraud,Medium,Old City
2020-03-14,08:23,"89 Civil Lines, Bhopal",23.2754,77.4602,Narcotic Drugs Act,Medium,Market Area
2020-03-14,11:06,"628 LBS Road, Faridabad",28.4195,77.3027,Burglary,Medium,University Area
2020-03-14,11:20,"740 Church Street, Imphal",24.8537,93.898,Causing Hurt,Low,Downtown
2020-03-14,16:25,"334 MG Road, Pune",18.5351,73.8489,Assault,Medium,Hospital Area
2020-03-14,16:44,"376 Lake Road, Bhubaneswar",20.2731,85.812,Cybercrime,Medium,University Area
2020-03-14,16:48,"227 River Road, Jaipur",26.8772,75.7661,Economic Offence,Medium,New Town
2020-03-14,17:58,"435 LBS Road, Nagpur",21.1905,79.0441,Criminal Intimidation,Low,Residential Area
2020-03-14,19:31,"150 MG Road, Nagpur",21.1457,79.0456,Property Dispute,Low,Financial District
2020-03-15,05:46,"253 Inner Ring Road, Bhubaneswar",20.2689,85.8517,Motor Vehicle Theft,Medium,Airport Area
2020-03-15,10:50,"245 Park Street, Vasai-Virar",19.4789,72.7942,Corruption,Medium,East
2020-03-15,17:28,"681 Brigade Road, Nagpur",21.0962,79.0737,Theft,High,Hospital Area
2020-03-15,17:53,"767 Beach Road, Meerut",29.0133,77.675,Grievous Hurt,Medium,Residential Area
2020-03-15,18:53,"155 Inner Ring Road, Haridwar",29.9078,78.2004,Forgery,High,Hospital Area
2020-03-16,04:01,"184 Civil Lines, Vadodara",22.3218,73.1894,Narcotic Drugs Act,Medium,Market Area
2020-03-16,11:08,"328 Inner Ring Road, Pune",18.481,73.8734,Criminal Intimidation,Medium,Railway Station Area
2020-03-16,12:07,"398 Raj Path, Varanasi",25.2701,82.9847,IT Act Violation,Low,Central
2020-03-16,13:39,"229 Park Street, Hyderabad",17.3862,78.4805,Kidnapping,High,Financial District
2020-03-16,17:53,"216 Cross Road, Jodhpur",26.2275,73.0281,Dishonor of Cheque,Low,IT Hub
2020-03-16,18:25,"89 Civil Lines, Thiruvananthapuram",8.486,76.896,Fraud,Medium,IT Hub
2020-03-16,21:24,"738 Station Road, Raipur",21.2863,81.5996,Burglary,Medium,Bus Terminal Area
2020-03-16,22:12,"981 Station Road, Surat",21.1502,72.8644,Criminal Intimidation,High,Bus Terminal Area
2020-03-17,04:19,"234 Inner Ring Road, Indore",22.7537,75.8135,Extortion,Medium,New Town
2020-03-17,07:24,"298 Outer Ring Road, Patna",25.5462,85.1157,Juvenile Crime,Medium,Market Area
2020-03-17,11:18,"187 Brigade Road, Jaipur",26.8893,75.7697,Cheating,High,Market Area
2020-03-17,12:32,"832 Inner Ring Road, Coimbatore",11.0174,76.9948,Juvenile Crime,Low,South
2020-03-17,15:07,"526 Raj Path, Visakhapatnam",17.6726,83.1987,Vandalism,Low,East
2020-03-17,18:00,"586 Cross Road, Jaipur",26.9597,75.7718,IT Act Violation,Low,North
2020-03-18,08:01,"705 Hill Road, Jamshedpur",22.804,86.1543,Eve Teasing,Low,Financial District
2020-03-18,09:42,"612 Commercial Street, Ludhiana",30.9386,75.8691,House Breaking,Low,West
2020-03-18,09:48,"140 Inner Ring Road, Jodhpur",26.2687,73.0083,Causing Hurt,Medium,University Area
2020-03-18,10:57,"638 Commercial Street, Jaipur",26.9231,75.7971,Fraud,Low,Market Area
2020-03-18,15:05,"572 Gandhi Nagar, Chennai",13.0381,80.3001,House Breaking,Low,Railway Station Area
2020-03-18,15:54,"709 Circle, Ludhiana",30.9308,75.9024,Cheating,Low,Industrial Area
2020-03-18,18:50,"164 Civil Lines, Kota",25.1663,75.8669,Burglary,Medium,Old City
2020-03-18,19:09,"830 Station Road, Rajkot",22.3452,70.8175,Domestic Violence,Medium,Residential Area
2020-03-19,07:09,"812 Gandhi Nagar, Agra",27.1758,78.0239,Grievous Hurt,Medium,Market Area
2020-03-19,10:51,"436 Express Highway, Ranchi",23.3493,85.2832,Dacoity,Low,Old City
2020-03-19,19:34,"219 Residency Road, Surat",21.2151,72.7957,Burglary,Medium,Railway Station Area
2020-03-19,20:09,"4 Express Highway, Pune",18.5388,73.8073,House Breaking,Low,North
2020-03-19,21:24,"466 State Highway, Hyderabad",17.4141,78.4428,Extortion,Medium,Industrial Area
2020-03-20,10:31,"668 Main Road, Cuttack",20.4336,85.9324,Land Dispute,Low,East
2020-03-20,17:37,"842 Church Street, Kolkata",22.6214,88.3753,Causing Hurt,Low,Downtown
2020-03-20,21:48,"130 Lake Road, Cuttack",20.4979,85.9261,Burglary,Low,North
2020-03-21,02:01,"409 Linking Road, Indore",22.7592,75.8825,Kidnapping,Critical,South
2020-03-21,14:35,"241 Linking Road, Jodhpur",26.2423,73.0425,Economic Offence,High,Bus Terminal Area
2020-03-21,15:33,"955 Express Highway, Faridabad",28.3733,77.3402,Burglary,High,Old City
2020-03-21,19:38,"623 Park Street, Guwahati",26.1433,91.7023,Theft,Low,Financial District
2020-03-23,08:12,"873 Cantonment, Vadodara",22.3304,73.2122,Motor Vehicle Theft,Low,Commercial District
2020-03-23,10:38,"195 Circle, Pimpri-Chinchwad",18.635,73.7588,Dishonor of Cheque,Medium,South
2020-03-23,16:12,"504 MG Road, Jodhpur",26.1925,72.9973,Motor Vehicle Theft,Low,New Town
2020-03-23,20:57,"322 Cantonment, Hyderabad",17.3876,78.4918,Fraud,Medium,Downtown
2020-03-24,04:54,"963 Express Highway, Pimpri-Chinchwad",18.6672,73.8275,Arms Act Violation,High,Residential Area
2020-03-24,05:59,"703 Raj Path, Vasai-Virar",19.4433,72.8347,Theft,Low,Residential Area
2020-03-24,08:26,"429 Cantonment, Ahmedabad",23.0195,72.5288,Corruption,Low,Commercial District
2020-03-24,15:38,"131 Inner Ring Road, Haridwar",29.9421,78.1382,Causing Hurt,Medium,Central
2020-03-25,12:37,"953 Residency Road, Kanpur",26.4259,80.3323,Domestic Violence,Medium,Financial District
2020-03-25,13:57,"428 Residency Road, Ranchi",23.37,85.3099,Vandalism,Low,North
2020-03-25,14:45,"465 Hill Road, Guwahati",26.1447,91.6975,Vandalism,Medium,Suburban
2020-03-25,16:58,"194 Church Street, Indore",22.7251,75.8611,Forgery,Medium,East
2020-03-25,23:09,"116 LBS Road, Nagpur",21.1376,79.0822,Criminal Intimidation,Medium,North
2020-03-25,23:37,"457 Raj Path, Jabalpur",23.2132,79.9557,Domestic Violence,Medium,South
2020-03-26,07:33,"186 National Highway, Jabalpur",23.1852,79.971,Cybercrime,Medium,Airport Area
